0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
3856.0,1153.0,58510260000.0,3856.0,1153.0,58510260000.0,3856.0,1153.0,58510260000.0,3856.0,1153.0,58510260000.0,3856.0,1153.0,58510260000.0,3856.0,1153.0,58510260000.0,3856.0,1153.0,58510260000.0,3856.0,1153.0,58510260000.0,4537.0,1803.0,1.00000005e+18,4632.0,3493.0,1.0000001e+18
3287.0,973.0,45643050000.0,3287.0,973.0,45643050000.0,3287.0,973.0,45643050000.0,3287.0,973.0,45643050000.0,3287.0,973.0,45643050000.0,3287.0,973.0,45643050000.0,3287.0,973.0,45643050000.0,3287.0,973.0,45643050000.0,3901.0,1521.0,65101967000.0,3974.0,3061.0,100265110000.0
3212.0,940.0,41688736000.0,3212.0,940.0,41688736000.0,3212.0,940.0,41688736000.0,3212.0,940.0,41688736000.0,3212.0,940.0,41688736000.0,3212.0,940.0,41688736000.0,3212.0,940.0,41688736000.0,3212.0,940.0,41688736000.0,3808.0,1475.0,61205480000.0,3875.0,2989.0,95012856000.0
3275.0,952.0,43589980000.0,3275.0,952.0,43589980000.0,3275.0,952.0,43589980000.0,3275.0,952.0,43589980000.0,3275.0,952.0,43589980000.0,3275.0,952.0,43589980000.0,3275.0,952.0,43589980000.0,3275.0,952.0,43589980000.0,3880.0,1492.0,61280657000.0,3943.0,3048.0,94091720000.0
3317.0,947.0,33876080000.0,3317.0,947.0,33876080000.0,3317.0,947.0,33876080000.0,3317.0,947.0,33876080000.0,3317.0,947.0,33876080000.0,3317.0,947.0,33876080000.0,3317.0,947.0,33876080000.0,3317.0,947.0,33876080000.0,3922.0,1494.0,51717837000.0,3992.0,3097.0,85824160000.0
3218.0,904.0,30472813000.0,3218.0,904.0,30472813000.0,3218.0,904.0,30472813000.0,3218.0,904.0,30472813000.0,3218.0,904.0,30472813000.0,3218.0,904.0,30472813000.0,3218.0,904.0,30472813000.0,3218.0,904.0,30472813000.0,3767.0,1390.0,46180720000.0,3831.0,2985.0,78136780000.0
2857.0,774.0,24419787000.0,2857.0,774.0,24419787000.0,2857.0,774.0,24419787000.0,2857.0,774.0,24419787000.0,2857.0,774.0,24419787000.0,2857.0,774.0,24419787000.0,2857.0,774.0,24419787000.0,2857.0,774.0,24419787000.0,3345.0,1217.0,37609353000.0,3397.0,2664.0,66676433000.0
2045.0,502.0,12873225000.0,2045.0,502.0,12873225000.0,2045.0,502.0,12873225000.0,2045.0,502.0,12873225000.0,2045.0,502.0,12873225000.0,2045.0,502.0,12873225000.0,2045.0,502.0,12873225000.0,2045.0,502.0,12873225000.0,2375.0,786.0,21798740000.0,2406.0,1951.0,35733120000.0
1765.0,439.0,9688745000.0,1765.0,439.0,9688745000.0,1765.0,439.0,9688745000.0,1765.0,439.0,9688745000.0,1765.0,439.0,9688745000.0,1765.0,439.0,9688745000.0,1765.0,439.0,9688745000.0,1765.0,439.0,9688745000.0,2017.0,661.0,13983553000.0,2043.0,1636.0,26050666000.0
1638.0,416.0,9846190000.0,1638.0,416.0,9846190000.0,1638.0,416.0,9846190000.0,1638.0,416.0,9846190000.0,1638.0,416.0,9846190000.0,1638.0,416.0,9846190000.0,1638.0,416.0,9846190000.0,1638.0,416.0,9846190000.0,1862.0,613.0,13344204000.0,1888.0,1501.0,24406082000.0
